 Format                 IAGA-2002                                    |
 Source of Data         United States Geological Survey (USGS)       |
 Station Name           Deadhorse                                    |
 IAGA CODE              DED                                          |
 Geodetic Latitude      70.355                                       |
 Geodetic Longitude     211.207                                      |
 Elevation              10                                           |
 Reported               HNULNULNUL                                   |
 Sensor Orientation     HDZF                                         |
 Digital Sampling       0.01 second                                  |
 Data Interval Type     1-minute                                     |
 Data Type              variation                                    |
 # DECBAS               10755   (Baseline declination value in       |
 # tenths of minutes East (0-216,000)).                              |
 # Scalar and Vector 1-minute values are computed from 1 Hz values   |
 # using an INTERMAGNET gaussian filter centered on the start of the |
 # minute (00:30-01:30).                                             |
 # CONDITIONS OF USE: The Conditions of Use for data provided        |
 # through INTERMAGNET and acknowledgement templates can be found at |
 # www.intermagnet.org                                               |
DATE       TIME         DOY     DEDH      DEDNUL    DEDNUL    DEDNUL |
2022-02-11 08:20:00.000 042      9247.68  99999.00  99999.00  99999.00
2022-02-11 08:21:00.000 042      9252.17  99999.00  99999.00  99999.00
2022-02-11 08:22:00.000 042      9262.31  99999.00  99999.00  99999.00
2022-02-11 08:23:00.000 042      9266.55  99999.00  99999.00  99999.00
2022-02-11 08:24:00.000 042      9268.05  99999.00  99999.00  99999.00
2022-02-11 08:25:00.000 042      9266.48  99999.00  99999.00  99999.00
2022-02-11 08:26:00.000 042      9265.32  99999.00  99999.00  99999.00
2022-02-11 08:27:00.000 042      9267.55  99999.00  99999.00  99999.00
2022-02-11 08:28:00.000 042      9271.88  99999.00  99999.00  99999.00
2022-02-11 08:29:00.000 042      9277.99  99999.00  99999.00  99999.00
2022-02-11 08:30:00.000 042      9287.37  99999.00  99999.00  99999.00
2022-02-11 08:31:00.000 042      9299.78  99999.00  99999.00  99999.00
2022-02-11 08:32:00.000 042      9307.06  99999.00  99999.00  99999.00
2022-02-11 08:33:00.000 042      9311.25  99999.00  99999.00  99999.00
2022-02-11 08:34:00.000 042      9315.04  99999.00  99999.00  99999.00
2022-02-11 08:35:00.000 042      9315.06  99999.00  99999.00  99999.00
2022-02-11 08:36:00.000 042      9316.58  99999.00  99999.00  99999.00
2022-02-11 08:37:00.000 042      9317.65  99999.00  99999.00  99999.00
2022-02-11 08:38:00.000 042      9321.50  99999.00  99999.00  99999.00
2022-02-11 08:39:00.000 042      9327.56  99999.00  99999.00  99999.00
2022-02-11 08:40:00.000 042      9334.02  99999.00  99999.00  99999.00
2022-02-11 08:41:00.000 042      9327.62  99999.00  99999.00  99999.00
2022-02-11 08:42:00.000 042      9317.81  99999.00  99999.00  99999.00
2022-02-11 08:43:00.000 042      9315.72  99999.00  99999.00  99999.00
2022-02-11 08:44:00.000 042      9315.21  99999.00  99999.00  99999.00
2022-02-11 08:45:00.000 042      9317.96  99999.00  99999.00  99999.00
2022-02-11 08:46:00.000 042      9321.52  99999.00  99999.00  99999.00
2022-02-11 08:47:00.000 042      9319.17  99999.00  99999.00  99999.00
2022-02-11 08:48:00.000 042      9315.22  99999.00  99999.00  99999.00
2022-02-11 08:49:00.000 042      9312.54  99999.00  99999.00  99999.00
2022-02-11 08:50:00.000 042      9317.09  99999.00  99999.00  99999.00
2022-02-11 08:51:00.000 042      9320.24  99999.00  99999.00  99999.00
2022-02-11 08:52:00.000 042      9321.57  99999.00  99999.00  99999.00
2022-02-11 08:53:00.000 042      9323.71  99999.00  99999.00  99999.00
2022-02-11 08:54:00.000 042      9328.08  99999.00  99999.00  99999.00
2022-02-11 08:55:00.000 042      9326.97  99999.00  99999.00  99999.00
2022-02-11 08:56:00.000 042      9321.96  99999.00  99999.00  99999.00
2022-02-11 08:57:00.000 042      9321.35  99999.00  99999.00  99999.00
2022-02-11 08:58:00.000 042      9326.58  99999.00  99999.00  99999.00
2022-02-11 08:59:00.000 042      9327.02  99999.00  99999.00  99999.00
2022-02-11 09:00:00.000 042      9327.19  99999.00  99999.00  99999.00
2022-02-11 09:01:00.000 042      9327.68  99999.00  99999.00  99999.00
2022-02-11 09:02:00.000 042      9320.93  99999.00  99999.00  99999.00
2022-02-11 09:03:00.000 042      9310.52  99999.00  99999.00  99999.00
2022-02-11 09:04:00.000 042      9302.62  99999.00  99999.00  99999.00
2022-02-11 09:05:00.000 042      9305.23  99999.00  99999.00  99999.00
2022-02-11 09:06:00.000 042      9315.03  99999.00  99999.00  99999.00
2022-02-11 09:07:00.000 042      9322.02  99999.00  99999.00  99999.00
2022-02-11 09:08:00.000 042      9319.24  99999.00  99999.00  99999.00
2022-02-11 09:09:00.000 042      9313.02  99999.00  99999.00  99999.00
2022-02-11 09:10:00.000 042      9306.43  99999.00  99999.00  99999.00
2022-02-11 09:11:00.000 042      9303.52  99999.00  99999.00  99999.00
2022-02-11 09:12:00.000 042      9300.43  99999.00  99999.00  99999.00
2022-02-11 09:13:00.000 042      9296.18  99999.00  99999.00  99999.00
2022-02-11 09:14:00.000 042      9289.98  99999.00  99999.00  99999.00
2022-02-11 09:15:00.000 042      9287.18  99999.00  99999.00  99999.00
2022-02-11 09:16:00.000 042      9285.68  99999.00  99999.00  99999.00
2022-02-11 09:17:00.000 042      9285.32  99999.00  99999.00  99999.00
2022-02-11 09:18:00.000 042      9284.10  99999.00  99999.00  99999.00
2022-02-11 09:19:00.000 042      9282.67  99999.00  99999.00  99999.00
2022-02-11 09:20:00.000 042      9283.26  99999.00  99999.00  99999.00
2022-02-11 09:21:00.000 042      9282.21  99999.00  99999.00  99999.00
2022-02-11 09:22:00.000 042      9279.90  99999.00  99999.00  99999.00
2022-02-11 09:23:00.000 042      9283.41  99999.00  99999.00  99999.00
2022-02-11 09:24:00.000 042      9292.95  99999.00  99999.00  99999.00
2022-02-11 09:25:00.000 042      9296.00  99999.00  99999.00  99999.00
2022-02-11 09:26:00.000 042      9295.24  99999.00  99999.00  99999.00
2022-02-11 09:27:00.000 042      9291.61  99999.00  99999.00  99999.00
2022-02-11 09:28:00.000 042      9287.48  99999.00  99999.00  99999.00
2022-02-11 09:29:00.000 042      9286.86  99999.00  99999.00  99999.00
2022-02-11 09:30:00.000 042      9283.45  99999.00  99999.00  99999.00
2022-02-11 09:31:00.000 042      9277.06  99999.00  99999.00  99999.00
2022-02-11 09:32:00.000 042      9274.44  99999.00  99999.00  99999.00
2022-02-11 09:33:00.000 042      9276.02  99999.00  99999.00  99999.00
2022-02-11 09:34:00.000 042      9279.23  99999.00  99999.00  99999.00
2022-02-11 09:35:00.000 042      9279.16  99999.00  99999.00  99999.00
2022-02-11 09:36:00.000 042      9277.06  99999.00  99999.00  99999.00
2022-02-11 09:37:00.000 042      9273.54  99999.00  99999.00  99999.00
2022-02-11 09:38:00.000 042      9268.66  99999.00  99999.00  99999.00
2022-02-11 09:39:00.000 042      9264.42  99999.00  99999.00  99999.00
2022-02-11 09:40:00.000 042      9262.92  99999.00  99999.00  99999.00
2022-02-11 09:41:00.000 042      9263.20  99999.00  99999.00  99999.00
2022-02-11 09:42:00.000 042      9263.69  99999.00  99999.00  99999.00
2022-02-11 09:43:00.000 042      9265.32  99999.00  99999.00  99999.00
2022-02-11 09:44:00.000 042      9267.45  99999.00  99999.00  99999.00
2022-02-11 09:45:00.000 042      9269.10  99999.00  99999.00  99999.00
2022-02-11 09:46:00.000 042      9270.33  99999.00  99999.00  99999.00
2022-02-11 09:47:00.000 042      9270.98  99999.00  99999.00  99999.00
2022-02-11 09:48:00.000 042      9270.63  99999.00  99999.00  99999.00
2022-02-11 09:49:00.000 042      9271.33  99999.00  99999.00  99999.00
2022-02-11 09:50:00.000 042      9273.86  99999.00  99999.00  99999.00
