Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2022-02-10 14:21:32,70.230721,-148.381683,-27774.77,6204.66,-96389.81,999.00
2022-02-10 14:22:42,70.230721,-148.381683,-27644.23,6095.54,-96414.35,999.00
2022-02-10 14:23:52,70.230721,-148.381683,-27803.52,6169.00,-96183.04,999.00
2022-02-10 14:25:02,70.230721,-148.381683,-27647.91,6112.43,-96089.99,999.00
2022-02-10 14:26:12,70.230721,-148.381683,-27676.79,6095.67,-96071.56,999.00
2022-02-10 14:27:22,70.230721,-148.381683,-27701.56,6105.08,-96077.59,999.00
2022-02-10 14:28:32,70.230721,-148.381683,-27688.45,6168.90,-96446.12,999.00
2022-02-10 14:29:42,70.230721,-148.381683,-27731.03,6034.04,-96528.02,999.00
2022-02-10 14:30:52,70.230721,-148.381683,-27641.42,5977.85,-96382.16,999.00
2022-02-10 14:32:02,70.230721,-148.381683,-27596.40,6162.43,-96608.46,999.00
2022-02-10 14:33:12,70.230721,-148.381683,-27508.28,6233.72,-96843.16,999.00
2022-02-10 14:34:22,70.230721,-148.381683,-27536.85,6184.64,-96766.41,999.00
2022-02-10 14:35:32,70.230721,-148.381683,-27471.65,5986.33,-96819.46,999.00
2022-02-10 14:36:42,70.230721,-148.381683,-27654.98,6037.49,-96749.66,999.00
2022-02-10 14:37:52,70.230721,-148.381683,-27716.77,6286.56,-96855.40,999.00
2022-02-10 14:39:02,70.230721,-148.381683,-27591.38,6374.23,-96818.85,999.00
2022-02-10 14:40:12,70.230721,-148.381683,-27759.73,6278.06,-96924.91,999.00
2022-02-10 14:41:22,70.230721,-148.381683,-27785.67,6330.36,-96573.06,999.00
2022-02-10 14:42:32,70.230721,-148.381683,-27753.10,6249.60,-96646.41,999.00
2022-02-10 14:43:42,70.230721,-148.381683,-28058.12,6189.45,-96759.25,999.00
2022-02-10 14:44:52,70.230721,-148.381683,-27739.64,6244.78,-96946.02,999.00
2022-02-10 14:46:02,70.230721,-148.381683,-27860.96,6030.21,-96904.01,999.00
2022-02-10 14:47:12,70.230721,-148.381683,-27815.27,6006.16,-96861.71,999.00
2022-02-10 14:48:22,70.230721,-148.381683,-27833.03,6115.82,-96903.04,999.00
2022-02-10 14:49:32,70.230721,-148.381683,-27753.69,6190.51,-96926.59,999.00
2022-02-10 14:50:42,70.230721,-148.381683,-27948.77,6117.34,-96831.77,999.00
2022-02-10 14:51:52,70.230721,-148.381683,-27894.82,6095.19,-97102.38,999.00
2022-02-10 14:53:02,70.230721,-148.381683,-27893.34,6095.82,-96939.16,999.00
2022-02-10 14:54:12,70.230721,-148.381683,-27943.54,6084.32,-97131.13,999.00
2022-02-10 14:55:22,70.230721,-148.381683,-27705.45,6190.83,-96729.75,999.00
2022-02-10 14:56:32,70.230721,-148.381683,-27816.72,6146.15,-96634.41,999.00
2022-02-10 14:57:42,70.230721,-148.381683,-27884.03,6166.14,-96695.16,999.00
2022-02-10 14:58:52,70.230721,-148.381683,-27936.27,6181.66,-96619.55,999.00
2022-02-10 15:00:02,70.230721,-148.381683,-27709.34,6229.09,-96654.62,999.00
2022-02-10 15:01:12,70.230721,-148.381683,-27779.52,6342.33,-96525.18,999.00
2022-02-10 15:02:22,70.230721,-148.381683,-27817.19,6244.89,-96299.47,999.00
