Time (UTC),Latitude (deg),Longitude (deg), X (nT), Y (nT), Z (nT), Tempature (°F)
2022-07-04 19:16:52,70.230690,-148.381943,-10891.92,3322.95,-58911.06,999.00
2022-07-04 19:18:02,70.230690,-148.381943,-10788.35,3338.54,-58579.10,999.00
2022-07-04 19:19:12,70.230690,-148.381943,-10650.48,3247.25,-58280.77,999.00
2022-07-04 19:20:21,70.230690,-148.381943,-10764.47,3225.89,-57936.19,999.00
2022-07-04 19:21:32,70.230690,-148.381943,-10762.35,3034.44,-57792.15,999.00
2022-07-04 19:22:41,70.230690,-148.381943,-10856.26,3053.43,-57709.58,999.00
2022-07-04 19:23:51,70.230690,-148.381943,-10802.17,3022.31,-57667.95,999.00
2022-07-04 19:25:02,70.230690,-148.381943,-10848.63,2952.67,-57390.69,999.00
2022-07-04 19:26:11,70.230690,-148.381943,-10800.38,2824.50,-57389.00,999.00
2022-07-04 19:27:21,70.230690,-148.381943,-10765.27,2914.35,-57286.21,999.00
2022-07-04 19:28:32,70.230690,-148.381943,-10872.27,2893.02,-57062.04,999.00
2022-07-04 19:29:41,70.230690,-148.381943,-10649.48,2919.88,-57064.66,999.00
2022-07-04 19:30:52,70.230690,-148.381943,-10677.93,2938.43,-57116.13,999.00
2022-07-04 19:32:02,70.230690,-148.381943,-10767.25,2952.26,-56913.92,999.00
2022-07-04 19:33:12,70.230690,-148.381943,-10749.72,2934.07,-57111.77,999.00
2022-07-04 19:34:22,70.230690,-148.381943,-10612.12,2922.28,-56812.86,999.00
2022-07-04 19:35:32,70.230690,-148.381943,-10697.77,2900.57,-56828.39,999.00
2022-07-04 19:36:42,70.230690,-148.381943,-10550.13,2924.74,-56749.21,999.00
2022-07-04 19:37:52,70.230690,-148.381943,-10629.69,2896.99,-56683.98,999.00
2022-07-04 19:39:02,70.230690,-148.381943,-10768.14,2779.87,-56685.00,999.00
2022-07-04 19:40:12,70.230690,-148.381943,-10827.39,2808.22,-56829.92,999.00
2022-07-04 19:41:21,70.230690,-148.381943,-10749.77,2763.24,-56585.50,999.00
2022-07-04 19:42:32,70.230690,-148.381943,-10625.52,2789.93,-56559.08,999.00
2022-07-04 19:43:42,70.230690,-148.381943,-10806.19,2847.55,-56558.36,999.00
2022-07-04 19:44:52,70.230690,-148.381943,-10686.32,2744.31,-56445.07,999.00
2022-07-04 19:46:02,70.230690,-148.381943,-10683.22,2770.88,-56412.75,999.00
2022-07-04 19:47:11,70.230690,-148.381943,-10613.86,2688.53,-56349.06,999.00
2022-07-04 19:48:22,70.230690,-148.381943,-10548.41,2801.24,-56618.77,999.00
2022-07-04 19:49:32,70.230690,-148.381943,-10691.28,2873.05,-56501.07,999.00
2022-07-04 19:50:42,70.230690,-148.381943,-10784.89,2813.88,-56581.42,999.00
2022-07-04 19:51:52,70.230690,-148.381943,-10818.58,2686.38,-56382.31,999.00
2022-07-04 19:53:02,70.230690,-148.381943,-10809.64,2616.80,-56482.83,999.00
2022-07-04 19:54:11,70.230690,-148.381943,-10854.77,2732.62,-56341.07,999.00
2022-07-04 19:55:22,70.230690,-148.381943,-10791.48,2772.20,-56346.26,999.00
2022-07-04 19:56:32,70.230690,-148.381943,-10668.29,2834.50,-56336.93,999.00
2022-07-04 19:57:41,70.230690,-148.381943,-10739.63,2878.87,-56347.79,999.00
2022-07-04 19:58:51,70.230690,-148.381943,-10579.58,2782.34,-56272.89,999.00
2022-07-04 20:00:01,70.230690,-148.381943,-10830.30,2831.17,-56515.81,999.00
2022-07-04 20:01:12,70.230690,-148.381943,-10845.42,2851.03,-56411.42,999.00
2022-07-04 20:02:22,70.230690,-148.381943,-10662.97,2918.37,-56371.86,999.00
2022-07-04 20:03:32,70.230690,-148.381943,-10712.25,2854.64,-56360.09,999.00
2022-07-04 20:04:42,70.230690,-148.381943,-10658.30,2891.89,-56212.86,999.00
2022-07-04 20:05:52,70.230690,-148.381943,-10667.61,2952.29,-56504.01,999.00
2022-07-04 20:07:02,70.230690,-148.381943,-10718.28,2986.32,-56401.69,999.00
2022-07-04 20:08:12,70.230690,-148.381943,-10843.32,2823.51,-56669.46,999.00
2022-07-04 20:09:22,70.230690,-148.381943,-10775.90,2944.43,-56506.28,999.00
2022-07-04 20:10:32,70.230690,-148.381943,-10727.17,2861.20,-56622.79,999.00
2022-07-04 20:11:42,70.230690,-148.381943,-10716.13,2916.82,-56885.22,999.00
2022-07-04 20:12:52,70.230690,-148.381943,-10841.08,2828.81,-56556.25,999.00
2022-07-04 20:14:02,70.230690,-148.381943,-10695.58,2958.88,-56463.28,999.00
2022-07-04 20:15:12,70.230690,-148.381943,-10790.82,2911.06,-56290.84,999.00
2022-07-04 20:16:22,70.230690,-148.381943,-10750.98,2871.72,-56335.09,999.00
2022-07-04 20:17:31,70.230690,-148.381943,-10741.51,3008.62,-56352.59,999.00
2022-07-04 20:18:41,70.230690,-148.381943,-10710.68,2972.31,-56428.20,999.00
2022-07-04 20:19:51,70.230690,-148.381943,-10543.93,2995.77,-56388.00,999.00
2022-07-04 20:21:02,70.230690,-148.381943,-10757.48,2877.66,-56050.02,999.00
2022-07-04 20:22:12,70.230690,-148.381943,-10622.48,2824.95,-56352.61,999.00
2022-07-04 20:23:22,70.230690,-148.381943,-10556.59,2814.88,-56516.73,999.00
2022-07-04 20:24:32,70.230690,-148.381943,-10647.65,2834.82,-56653.86,999.00
2022-07-04 20:25:42,70.230690,-148.381943,-10606.35,2819.64,-56347.61,999.00
2022-07-04 20:26:52,70.230690,-148.381943,-10651.66,2783.13,-56646.34,999.00
2022-07-04 20:28:02,70.230690,-148.381943,-10755.26,2720.44,-56696.61,999.00
2022-07-04 20:29:12,70.230690,-148.381943,-10827.53,2653.48,-56711.61,999.00
2022-07-04 20:30:22,70.230690,-148.381943,-10670.92,2710.89,-56607.44,999.00
2022-07-04 20:31:31,70.230690,-148.381943,-10753.11,2759.03,-56827.13,999.00
2022-07-04 20:32:42,70.230690,-148.381943,-10552.39,2875.97,-56939.17,999.00
2022-07-04 20:33:52,70.230690,-148.381943,-10637.38,2904.81,-56672.77,999.00
2022-07-04 20:35:01,70.230690,-148.381943,-10686.27,2910.47,-57040.62,999.00
2022-07-04 20:36:12,70.230690,-148.381943,-10719.09,2977.12,-57092.54,999.00
2022-07-04 20:37:22,70.230690,-148.381943,-10636.57,2928.34,-56971.36,999.00
2022-07-04 20:38:32,70.230690,-148.381943,-10628.46,2994.08,-57042.61,999.00
2022-07-04 20:39:42,70.230690,-148.381943,-10655.77,2913.84,-56946.24,999.00
2022-07-04 20:40:52,70.230690,-148.381943,-10706.43,2925.34,-56953.02,999.00
2022-07-04 20:42:02,70.230690,-148.381943,-10493.36,2831.42,-56941.95,999.00
2022-07-04 20:43:12,70.230690,-148.381943,-10537.70,2860.25,-56979.18,999.00
2022-07-04 20:44:21,70.230690,-148.381943,-10560.98,2846.49,-57020.03,999.00
2022-07-04 20:45:31,70.230690,-148.381943,-10524.60,2739.43,-57059.42,999.00
2022-07-04 20:46:42,70.230690,-148.381943,-10730.77,2713.48,-57010.36,999.00
2022-07-04 20:47:52,70.230690,-148.381943,-10700.22,2804.63,-56972.52,999.00
2022-07-04 20:49:02,70.230690,-148.381943,-10753.68,2883.78,-57166.17,999.00
2022-07-04 20:50:12,70.230690,-148.381943,-10884.27,2755.55,-57295.02,999.00
2022-07-04 20:51:21,70.230690,-148.381943,-10852.46,2896.43,-57175.88,999.00
2022-07-04 20:52:32,70.230690,-148.381943,-10646.29,2893.43,-56851.20,999.00
2022-07-04 20:53:42,70.230690,-148.381943,-10457.43,3073.19,-57027.67,999.00
2022-07-04 20:54:52,70.230690,-148.381943,-10497.50,3002.53,-57118.77,999.00
2022-07-04 20:56:02,70.230690,-148.381943,-10635.73,3025.94,-57200.30,999.00
2022-07-04 20:57:11,70.230690,-148.381943,-10634.93,3019.43,-57447.06,999.00
2022-07-04 20:58:22,70.230690,-148.381943,-10741.66,3079.23,-57230.89,999.00
2022-07-04 20:59:32,70.230690,-148.381943,-10616.89,3059.22,-57423.39,999.00
2022-07-04 21:00:42,70.230690,-148.381943,-10580.34,3059.87,-57051.47,999.00
2022-07-04 21:01:52,70.230690,-148.381943,-10754.76,3060.43,-57178.54,999.00
2022-07-04 21:03:02,70.230690,-148.381943,-10613.87,2946.44,-57155.30,999.00
2022-07-04 21:04:12,70.230690,-148.381943,-10704.27,2893.21,-57310.36,999.00
2022-07-04 21:05:22,70.230690,-148.381943,-10659.92,2931.42,-57152.09,999.00
2022-07-04 21:06:32,70.230690,-148.381943,-10903.07,2884.12,-57394.25,999.00
2022-07-04 21:07:42,70.230690,-148.381943,-10859.57,2858.61,-57366.27,999.00
2022-07-04 21:08:52,70.230690,-148.381943,-10584.38,2923.34,-57318.24,999.00
2022-07-04 21:10:02,70.230690,-148.381943,-10721.64,2877.75,-56971.49,999.00
2022-07-04 21:11:12,70.230690,-148.381943,-10562.62,2858.09,-56668.66,999.00
2022-07-04 21:12:22,70.230690,-148.381943,-10694.22,2728.19,-56735.07,999.00
2022-07-04 21:13:32,70.230690,-148.381943,-10659.66,2702.21,-56775.17,999.00
2022-07-04 21:14:42,70.230690,-148.381943,-10778.55,2710.76,-56652.53,999.00
2022-07-04 21:15:52,70.230690,-148.381943,-10888.97,2617.26,-56737.64,999.00
2022-07-04 21:17:02,70.230690,-148.381943,-10668.56,2674.35,-56426.74,999.00
2022-07-04 21:18:12,70.230690,-148.381943,-10839.11,2612.66,-56423.37,999.00
2022-07-04 21:19:22,70.230690,-148.381943,-10819.79,2571.42,-56375.66,999.00
2022-07-04 21:20:32,70.230690,-148.381943,-10853.50,2638.50,-56364.92,999.00
2022-07-04 21:21:42,70.230690,-148.381943,-10880.12,2629.62,-56220.70,999.00
2022-07-04 21:22:52,70.230690,-148.381943,-10761.91,2526.84,-56362.42,999.00
2022-07-04 21:24:02,70.230690,-148.381943,-10734.12,2612.28,-55997.80,999.00
2022-07-04 21:25:12,70.230690,-148.381943,-10812.07,2577.81,-56104.97,999.00
2022-07-04 21:26:22,70.230690,-148.381943,-10771.74,2664.50,-56197.50,999.00
2022-07-04 21:27:32,70.230690,-148.381943,-10809.87,2657.62,-56107.36,999.00
2022-07-04 21:28:42,70.230690,-148.381943,-10871.16,2670.93,-56058.39,999.00
2022-07-04 21:29:52,70.230690,-148.381943,-10888.76,2690.70,-56278.54,999.00
2022-07-04 21:31:02,70.230690,-148.381943,-10942.24,2652.57,-56194.51,999.00
